11	158
21	158
58	191
70	199
75	205
76	206
84	215
97	354
107	241
146	281
232	278
261	321
263	323
268	204
277	323
278	214
283	318
286	253
291	304
293	250
294	292
294	303
303	306
309	303
316	294
327	180
329	187
340	327
350	331
350	344
351	267
354	168
354	172
356	347
358	270
358	281
360	244
360	348
361	339
362	281
365	350
367	247
369	350
371	249
371	302
371	345
379	356
380	356
382	351
383	261
383	351
384	357
385	357
391	272
393	272
396	255
399	352
401	275
408	356
411	259
414	324
414	352
414	358
418	352
433	166
434	358
437	325
448	199
450	208
454	341
457	342
465	344
467	156
471	259
476	256
484	163
489	244
494	302
499	305
499	322
502	360
503	309
506	360
508	322
511	362
