82.000000,133.000000
82.000000,158.000000
193.000000,158.000000
196.000000,161.000000
196.000000,183.000000
195.000000,184.000000
85.000000,184.000000
85.000000,210.000000
195.000000,210.000000
196.000000,211.000000
196.000000,233.000000
195.000000,234.000000
86.000000,234.000000
86.000000,260.000000
188.000000,260.000000
189.000000,261.000000
194.000000,261.000000
195.000000,260.000000
196.000000,261.000000
196.000000,281.000000
191.000000,286.000000
85.000000,286.000000
85.000000,311.000000
194.000000,311.000000
195.000000,312.000000
199.000000,312.000000
200.000000,311.000000
257.000000,311.000000
257.000000,258.000000
256.000000,257.000000
257.000000,256.000000
554.000000,256.000000
554.000000,201.000000
258.000000,201.000000
257.000000,200.000000
257.000000,134.000000
204.000000,134.000000
203.000000,133.000000
